ID	RH_En_Col_0_DT_2	RH_En_Col_0_DT_3	RH_En_Col_0_DT_6	RH_En_gl2_DT_1	RH_En_gl2_DT_4	RH_En_gl2_DT_6	RH_En_rsl2rsl4_DT_1	RH_En_rsl2rsl4_DT_3	RH_En_rsl2rsl4_DT_5	RH_Rhi_Col_0_DT_2	RH_Rhi_Col_0_DT_3	RH_Rhi_Col_0_DT_6	RH_Rhi_gl2_DT_1	RH_Rhi_gl2_DT_4	RH_Rhi_gl2_DT_6	RH_Rhi_rsl2rsl4_DT_1	RH_Rhi_rsl2rsl4_DT_3	RH_Rhi_rsl2rsl4_DT_5
K07537	0.161825	2.898878	0	0.871194	0.512292	0.163862	1.293347	1.627414	0.504686	1.880027	1.112877	4.473092	1.341897	2.577166	4.586264	2.213062	4.717726	3.936307
K07538	1.673874	1.049938	1.499991	2.738432	1.185253	2.376392	8.219767	2.178273	2.450643	2.96744	3.835958	4.926805	2.269726	4.028709	4.709397	3.155952	5.727551	6.828949
K07539	0.381784	0.785125	2.675462	1.494567	1.637637	1.867738	2.764262	0.922224	1.014011	8.021465	7.661396	5.421253	5.865597	4.65901	8.849603	7.361128	8.136542	4.581912
K07540	0.573066	2.184795	0.3541	1.155649	0.295825	1.079134	2.766138	0.812173	1.676204	2.408241	3.178527	3.053729	1.635334	2.857594	4.118562	2.189853	5.422103	3.589549
K07541	0	0	0	0	0.234431	0	0	0	0	0	0	0	0	0	0.148255	0	0.045633	0
K07542	0	0	0.353186	0.334398	0.399282	0	0.526839	0	0	2.663076	2.063013	0.739957	1.964448	1.010158	2.085734	3.209417	0.749288	1.100741
K07543	0.305969	0.956163	1.442237	0.622808	0.71145	1.185324	1.115885	0.914943	0.573706	2.847354	1.288909	2.794222	1.207771	2.292159	2.062138	2.308041	2.924918	2.779073
K07544	8.221704	24.289372	10.188254	16.190766	15.183146	12.956474	42.273381	27.102559	27.859139	66.463957	51.902112	55.68845	47.794391	54.731397	60.795145	61.354411	87.904629	69.065585
K07545	0.54168	0.179074	1.937044	1.691589	0.125048	3.774928	0.870285	0	1.959589	1.104405	2.626316	2.201353	1.700611	0.790464	1.92817	1.29199	1.110349	1.375634
K07546	1.347732	1.539433	1.307599	2.762411	4.695872	0.792445	3.083112	3.396477	5.458791	5.233774	3.786294	4.273719	3.663989	4.324361	4.720779	5.340332	6.043397	5.083532
K07547	0	2.295202	1.645198	2.520596	0.167064	0	0	1.030027	0	1.381994	0.575289	1.115367	1.13101	3.836117	1.060294	1.270304	1.028611	0.827004
K07548	0.087415	0.618467	0	0.078725	0	0	0.205369	0	0.327084	0.172595	0.206186	0.360152	0.234136	0.595975	0.452232	0.123446	1.02628	0.308298
K07549	0	0.552394	0	0.178356	0.259234	0.047159	0.083992	0.137132	0	0.212328	0.328153	0.38782	0.787686	0.162014	0.212543	0.280586	0.467796	0.733686
K07550	8.578926	7.569888	13.859107	10.130559	13.534408	13.712081	5.31079	5.569156	8.121803	2.936677	4.823912	6.956624	3.443552	5.456339	3.682739	5.756015	2.468332	5.259379
K07552	246.87933	242.303645	317.752784	268.010887	291.219454	280.831677	199.726122	304.453212	245.949009	119.306995	152.11416	158.463428	130.442346	179.3957	120.702725	154.256474	114.166098	141.623142
K07553	0.115117	0.497184	0	0.069904	0	0.30484	0.077804	0.95762	3.52083	0.321812	0.016027	0.247257	0	0.317842	0.084011	0.434441	0.292839	0
K07554	0	0	0	0	0	0	0	0	0	0	0	0.110141	0	0.182318	0	0	0	0
K07555	1.98549	1.57081	3.1212	2.83062	1.95974	2.3339	1.30772	1.1428	1.79281	0.106189	0.162415	0.19121	0.141454	0.13082	0.094228	0.138082	0.041793	0.074573
K07556	0.460989	0.337329	1.992001	0.090507	0.219666	0.646726	0.305045	0	0.334624	0.688836	0.356752	0.495719	0.302267	0.121973	0.462192	0.43184	0.405512	0.338628
K07558	0.583045	0.331744	0.29869	0.842422	0.446665	0.677691	1.442365	1.117306	0.513875	1.4759	1.629032	1.142493	1.983749	1.504255	2.797087	1.668133	3.464788	2.146821
K07559	43.55086	38.781652	56.773647	41.305559	47.551553	40.722701	43.2209	60.238794	29.318393	14.767034	13.110287	19.592725	16.346044	17.12799	14.441432	18.044817	11.958175	14.679662
K07560	73.468424	71.164515	87.739017	95.025859	82.021071	88.712202	77.842129	64.368129	51.021141	103.746172	103.269511	102.272993	106.765753	93.707044	88.90601	92.281013	76.684612	98.072947
K07561	2.274237	0.878077	2.930029	0.503958	0.411556	1.478692	1.034765	1.568808	0.392792	0.97519	1.0659	1.066431	1.514699	1.354556	1.826128	1.081607	2.576324	3.05726
K07562	0.787063	0.268599	0	0	8.835984	0	0	0.556776	0	0	0.029894	0	1.138402	0.218168	0.201222	0.050639	0.338154	0
K07565	0.072787	0.227245	0	0.623767	0.935771	1.792469	0.401349	1.23066	0.357829	0.953712	1.078275	0.365934	2.382443	0.504347	1.921061	0.998339	2.094404	1.359889
K07566	206.719764	176.219231	145.314195	148.114606	159.330561	138.54428	148.33168	114.517387	148.267572	144.044901	158.766873	155.652411	155.810066	150.476821	143.680206	155.635235	113.126674	133.496019
K07568	210.108312	173.301497	161.489202	197.096838	192.683567	160.956383	191.652889	196.638726	174.851233	181.267442	179.414163	187.344569	188.139549	174.17599	185.348873	169.753864	171.625506	168.092467
K07569	0.979214	1.340357	0.240412	0	0	0.59064	0.577373	0.440099	0.631961	1.953827	1.992479	1.047635	1.553228	0.90879	3.186417	0.932373	4.032498	2.927214
K07570	0.322523	1.250073	0	0.671373	1.157193	0.544456	0	0.440099	0.130755	1.117039	1.300623	0.60527	0.543317	0.975666	1.154033	0.84616	1.361647	0.407647
K07571	1.36845	2.109432	1.335305	2.522594	1.894371	2.458474	2.543698	0.830551	1.4635	10.096414	13.269179	8.160814	10.928474	7.347231	9.753402	10.150165	8.253412	7.737382
K07572	0.238311	0.384912	0	0.226398	0.641958	0.369989	0.28705	0.086279	0.234497	1.196726	1.121904	1.052185	1.932939	1.255517	1.972393	1.243278	6.19606	2.691045
K07573	0.060011	0.983426	0.772693	1.522863	0.481106	0.887204	0.54141	0.412603	0.187946	1.489339	1.22605	1.118575	2.608308	1.132944	2.326696	2.264815	2.741277	2.971041
K07574	57.211448	49.334689	45.688695	40.544968	47.999324	45.088438	38.001979	34.999868	37.347797	10.601378	18.238836	17.82481	25.493941	40.196987	18.229707	22.054383	13.277317	28.323661
K07575	0.409035	0.36385	0.16235	0.905696	0.355347	0.644074	1.085221	0.274263	0.41688	1.74479	0.926314	1.020272	1.895534	0.936055	2.175294	1.636736	3.367137	1.828947
K07576	143.176739	107.299696	123.945134	119.772032	115.846733	116.204331	98.151327	91.970164	81.760914	71.397405	80.613802	86.377743	77.10994	78.675095	72.357199	69.940698	72.4725	70.351526
K07577	107.310501	93.77219	110.515545	103.673185	128.663744	103.523351	70.234633	91.776107	102.611086	54.371771	71.851053	70.463797	60.605169	73.831529	66.219621	69.310507	65.908306	73.119818
K07578	0	0.231713	0.369552	0.205109	0	0.101572	0.307361	0	0	0.540544	0.890635	0.494702	0.560345	0.538512	0.638825	0.553898	0.638989	0.796112
K07579	0.182107	0	0	0	0	0.080989	0.037611	0	0	0.702963	0.751853	0.356907	0.825842	0.163824	0.556026	0.569911	0.138043	0.136404
K07581	0.451039	0	0	0.400521	0.383714	0.729876	0.444802	0.826051	0	0.938004	1.172998	1.251413	1.952485	0.613473	1.855602	0.957101	0.980866	1.634843
K07583	0.126222	0.090023	1.267897	0.503831	0.55171	0.292481	0.819465	0.355798	0.753282	0.529526	0.98099	0.598604	1.019166	0.781	1.022486	0.77459	2.044118	1.806922
K07584	0	0	0	0	0	0	1.09498	0	0	1.13905	1.18978	0	0.460058	0	0.190411	1.988175	0	0
K07586	9.275289	3.273298	0.407802	5.05117	5.139291	2.011475	6.49062	1.694605	4.520696	6.540106	10.351577	8.608108	11.80439	6.033927	10.579819	9.699314	3.284578	7.88094
K07588	99.353756	127.609886	114.202031	130.210684	114.752285	108.515252	119.725005	117.73475	100.204717	148.986421	162.625607	159.25346	170.460195	140.421256	161.522018	161.366342	130.227813	138.646725
K07589	2.686892	0.464446	0.683723	0.795665	2.070164	0.77812	0	2.113446	0	5.772637	7.472099	4.269092	11.145494	15.041284	7.520984	5.729704	3.805248	17.819652
K07590	0.589381	0.296275	0	0.934664	0	0.084451	1.901879	0	2.12716	0.320996	0.784951	0.270989	0.515761	0.206827	1.843536	0.678207	0.146197	0.392375
K07592	1.259055	0.481218	1.458176	0.474676	1.709377	0.254218	0.26145	1.827477	1.787476	1.081397	0.435565	0.509388	1.050692	0.595565	0.599675	1.176227	0.616929	0.875797
K07605	0	0.061494	0	0	0	0	0	0.090611	0	0.028343	0.102524	0.057348	0.096191	0.080211	0.16053	0.02221	0.034792	0.031602
K07607	0	0	0	0	0	0	0	0	0	0.06484	0	0.260448	0	0.065611	0.113232	0.05781	0.126234	0.153386
K07623	28.336544	46.593532	38.300035	29.910642	17.605574	32.457726	41.448022	55.849058	53.748134	29.67781	23.724799	31.047345	21.183325	20.267531	34.23537	28.642157	37.446014	33.205332
K07632	0	0	0	0	0	0	0	0	0	0.269847	0.181829	0	0	0	0	0	0	0
K07633	0	0	0	0	0	0	0	0	0	0	0	0.09333	0	0	0.080096	0	0.321675	0
K07634	0	0	0	0	0	0	0	0	0	0	0	0.09333	0	0	0.080096	0	0.321675	0
K07635	0	0	0	0	0	0	0	0	0	0	0	0.09333	0	0	0.080096	0	0.321675	0
K07636	250.543079	224.178601	293.736594	247.669162	255.110251	251.844497	201.947891	232.757512	208.657182	182.6329	195.199967	199.052177	184.391819	199.925038	186.078596	182.991863	184.182577	176.567208
K07637	18.818784	15.180622	27.218259	17.03329	25.606395	23.025529	32.840081	29.074526	21.884442	12.273801	14.846995	19.265462	18.479373	29.92107	15.828715	18.102658	9.268306	17.427384
K07638	123.091189	119.562038	112.135082	115.62061	132.039376	122.656333	100.08547	141.860835	109.870955	61.90197	63.624613	86.030805	58.417203	95.51026	75.270895	66.382567	64.817335	88.167808
K07639	13.353421	8.851763	10.776193	11.381241	17.234163	9.604355	6.468906	8.678165	7.490604	5.237129	9.646498	7.404474	10.906973	17.053482	6.883657	8.070542	5.282224	10.923101
K07640	15.54867	15.50275	16.27704	29.031037	18.018219	20.664783	16.626037	19.247981	19.009771	20.223123	23.413678	18.508868	22.615944	33.408915	19.369837	17.976358	17.994365	18.53686
K07641	62.037679	43.634768	70.409412	55.222936	65.40828	64.037974	58.182908	38.569983	47.20491	21.049152	29.260637	29.628528	32.188364	42.062355	22.400286	27.645807	18.82065	25.556103
K07642	59.546094	41.480968	53.751362	65.5777	60.970422	45.425427	69.550462	50.903266	59.944567	52.872803	56.069455	47.361365	50.245715	55.596924	56.152043	55.101074	50.085321	42.800056
K07643	0	0.702784	0	0.262109	0	0.430441	0.471937	0	0	0.541466	0.612108	0.791437	0.272997	0.866625	1.353014	0.486568	1.788212	0.478192
K07644	55.924582	39.270307	42.386668	50.267747	70.378289	57.734425	46.06318	40.176686	44.406486	37.590199	52.481745	41.85403	49.448813	96.550474	37.99675	47.290058	43.182501	46.57418
K07645	85.352703	71.42054	105.693743	94.541251	136.293939	76.32017	55.478392	80.75311	113.63468	40.09689	45.826199	47.638645	40.525308	60.898721	30.050203	41.297401	29.936855	39.740618
K07646	290.616158	298.489197	309.401584	251.073773	282.938438	290.366825	265.398211	284.847965	315.045261	239.79979	244.992552	269.872555	227.563741	240.163487	255.92759	267.471698	257.60344	242.333049
K07647	18.89563	10.034802	13.983473	11.288964	15.632658	10.535496	8.491642	9.253784	12.055448	5.511925	7.263165	5.661683	4.320569	8.382631	6.385825	5.171763	6.166559	7.985237
K07648	17.961567	7.006672	9.018207	8.580447	10.591038	10.187082	3.402696	8.6479	18.649963	3.306811	5.700644	3.908587	4.612503	9.149289	5.061571	3.487967	4.266554	2.769019
K07649	238.893839	152.441211	228.295886	211.586568	243.901345	196.717939	100.170189	158.031814	204.738168	57.615193	70.989833	86.017082	65.34195	112.833967	51.781297	59.067331	40.737586	56.84666
K07650	0	0	0	0.113894	0	0	0	0	0	0.213629	0.126963	0	0	0	0	0	0	0
K07651	5.377406	13.009522	4.61724	5.565222	4.554779	11.422875	8.451486	3.840378	6.097273	13.667937	12.088422	12.635031	12.368369	9.297381	11.332545	11.449751	14.070001	10.94142
K07652	8.288601	22.471648	14.208695	14.571279	14.419998	10.080864	12.199113	11.699183	9.826026	16.498699	21.230256	15.082988	20.868651	17.678021	19.79495	22.60999	16.513247	18.944677
K07653	17.145317	30.267008	20.814527	20.468209	21.966261	33.676433	27.734193	19.428231	17.246049	41.693063	42.963148	46.342982	51.469759	34.479455	51.540893	49.403451	31.143031	34.380261
K07654	28.504231	29.381448	16.854307	28.675399	26.605546	22.010377	37.112112	32.76615	34.138711	64.911244	70.014184	69.603645	71.39079	63.123292	62.232089	63.169999	45.947799	51.578866
K07655	1.243946	6.882998	8.95314	2.885906	3.65987	1.10357	1.887311	0.373683	1.37085	8.122889	4.821413	7.079206	5.190041	7.392487	5.42688	6.306072	5.338049	5.62923
K07656	0.28222	0.21791	0.100274	0.137666	0.372667	0	0.108032	0.505727	0	0.634375	1.082819	2.212123	1.271008	0.783872	0.651415	1.573107	1.382485	0.449988
K07657	142.071323	145.700317	170.008647	188.543195	150.196226	180.708821	165.612943	153.27983	192.035598	97.606295	107.423885	123.291465	106.774423	129.535288	111.804765	106.094037	109.512526	117.47641
K07658	51.942243	68.305625	54.093638	66.508461	45.275023	47.403953	65.408864	55.353822	55.201379	68.396802	67.125209	54.213947	66.502285	48.895961	71.11651	66.2698	66.087578	68.997915
K07659	124.472433	86.976349	125.125474	145.408336	144.26336	104.014654	100.747485	161.674102	127.406491	70.036268	75.664951	91.914191	65.358363	102.508694	82.437247	74.428557	73.936792	88.782876
K07660	16.489094	17.957393	22.511619	23.362304	24.590977	13.25743	35.984623	28.329314	20.81923	11.594505	15.760734	19.241316	19.903782	26.465739	17.284683	16.403905	9.665977	17.127601
K07661	6.077036	6.853754	6.388835	2.619937	6.928146	9.314375	9.602711	10.112591	6.732565	6.843864	9.987182	11.673478	11.378907	18.408582	8.07088	10.949002	7.515763	14.759656
K07662	27.897389	30.596414	28.113097	32.105279	39.209912	38.323092	23.98318	31.240163	27.017075	18.486742	17.109665	19.340889	22.734109	36.937511	23.213853	22.603601	25.980516	26.604155
K07663	36.91591	37.661709	40.774987	39.789701	44.651384	42.566305	40.623571	35.254962	72.014892	14.356652	17.810428	24.707607	23.019632	30.07025	17.754866	24.020278	11.586208	17.886832
K07664	32.863434	28.470676	28.342048	26.230497	33.24556	26.584032	18.447179	22.103208	31.495667	11.871814	12.595544	14.014905	10.172298	22.429403	10.80585	11.950476	11.269845	9.755001
K07665	65.12747	40.95153	60.648727	95.370209	65.677625	60.349232	68.306867	62.450205	91.297206	62.567708	79.104144	70.623809	78.554432	90.13554	71.082667	73.375736	83.40135	90.667399
K07666	159.749444	110.883893	141.638501	163.147451	167.778775	135.430428	100.270992	132.168365	138.392768	56.591143	59.447888	74.978875	50.961428	94.196864	55.775199	59.269098	53.197513	67.879108
K07667	143.225707	172.516535	160.594564	145.14949	152.751966	184.795556	138.334358	165.769835	148.059688	152.624271	169.314377	171.395729	157.56901	160.116256	165.617028	161.355744	159.678825	158.076601
K07668	14.063608	20.311487	9.216215	28.637594	11.175373	16.736654	28.927098	10.190082	16.405487	47.628642	43.137566	34.744822	52.5068	36.730418	54.883304	43.687646	45.739539	48.303431
K07669	42.913667	38.814469	27.220852	42.74065	17.039888	34.210617	30.257883	22.867745	22.246676	93.383415	96.521802	74.028193	103.653796	79.152931	88.903173	92.454488	65.509771	83.261069
K07670	11.620008	14.868071	30.347455	22.550453	24.220339	16.051459	12.401894	17.302726	10.960776	41.776397	37.931411	40.458143	38.09482	35.343435	38.776626	39.775667	22.370075	27.667041
K07671	0.749331	2.94936	11.295664	1.56205	9.649327	1.742884	7.061464	1.693924	0.351394	7.037086	11.361634	10.15406	9.44226	9.79898	9.693096	11.526696	5.419291	6.068697
K07672	37.678976	27.681498	22.038936	30.385364	14.231219	26.852229	22.563797	16.438556	12.445576	83.124821	88.709563	66.829625	93.24056	74.250977	82.059104	84.26128	54.332357	75.511145
K07673	28.585029	18.244971	27.794865	35.618601	25.225207	28.16503	34.88554	24.652584	19.567618	22.358118	24.50483	20.389524	23.097803	20.526809	18.791646	23.852495	13.125004	17.610483
K07674	0.958768	0.133907	0.139816	0.90856	1.221328	0.179495	4.003763	1.362922	0.45483	2.241934	0.958771	0.866461	1.536136	1.958274	1.713155	1.978571	1.282921	1.126643
K07675	129.137721	116.397189	121.589106	95.837417	111.153982	118.889515	89.700034	89.867531	80.878768	94.487144	95.423495	97.002597	99.456309	106.275415	96.611498	98.092318	85.182577	100.324344
K07676	0.781405	0	0.226865	1.669426	0.443376	3.141245	0.42084	5.00949	5.36477	3.466169	1.67208	1.753022	1.739914	1.178186	2.231359	2.611476	1.691778	2.084121
K07677	33.124667	27.862185	23.018756	28.862554	34.177608	26.413163	24.407111	29.426188	19.876905	12.61288	13.486144	16.226796	13.100368	17.662552	13.511904	17.465946	10.496852	14.558528
K07678	38.868632	42.221242	45.516947	35.390694	47.913662	43.624091	32.943732	50.164292	29.723529	32.974828	38.969984	31.049979	32.610292	38.878191	34.042904	30.585154	40.25349	42.441331
K07679	58.876352	39.902694	45.968382	44.693106	47.973761	43.599682	32.757862	38.065506	51.93717	34.019529	45.417636	32.022804	43.917767	56.924663	39.429941	38.7988	35.002693	47.545871
K07680	0.101505	0.856045	0	1.133186	0.563986	2.525381	1.193967	0.636451	0.398751	4.834538	4.326435	3.329733	3.656937	3.878325	5.043485	4.098184	5.402828	5.176425
K07681	3.185073	1.558599	2.299527	2.409845	3.086344	0.542065	2.007052	5.993009	4.488339	3.903282	2.530285	3.533747	3.156569	2.759858	2.900461	2.784084	2.261011	3.105231
K07682	3.479169	5.606106	1.154215	2.729328	1.490268	1.912677	8.297086	2.252614	0.482485	11.426189	7.700821	7.873184	7.43	7.681002	8.051489	9.535945	7.187693	6.087438
K07683	10.468191	6.996349	6.296724	6.687653	4.883682	5.700207	19.367594	6.193148	11.093848	16.693658	19.86898	19.045341	13.878722	19.939941	25.858057	16.029672	35.059423	23.922179
K07684	111.353192	123.920895	107.588735	91.914551	87.514077	90.558898	108.945597	94.756902	132.181276	148.629822	151.749295	117.882518	142.669297	124.966116	131.912702	135.546333	129.080758	127.673369
K07685	13.768402	15.444405	14.159421	15.223116	11.018573	14.442006	9.589453	5.441666	8.643857	17.216578	17.201277	13.392963	15.64421	12.223199	14.021576	14.949156	18.36786	12.143614
K07686	1.808295	2.608709	3.103914	2.377279	3.327558	2.630524	2.647978	4.763794	0.670013	5.749471	9.031666	7.134773	8.417943	16.532971	7.006867	8.768925	5.6011	16.336812
K07687	3.283263	1.503204	1.770279	3.578341	1.442335	3.755865	4.204172	1.525412	4.395051	4.684832	5.085938	7.778484	7.057745	6.69931	8.667741	8.828923	5.365906	10.827001
K07688	3.205888	1.460627	2.941779	3.44505	7.747326	4.372646	2.023656	4.860839	8.223709	7.141621	7.600089	4.582442	6.662564	11.422839	9.915431	6.707412	3.71747	11.665417
K07689	44.544447	41.90829	51.12143	43.026607	48.463143	39.4674	37.532726	38.613736	43.197157	40.464866	30.765241	32.314651	31.013421	40.253483	33.944297	30.973049	23.158036	38.524234
K07690	14.564374	10.276288	23.886452	16.727036	20.559474	15.25642	7.9544	11.276165	9.608027	17.620726	26.803967	16.526063	25.275357	40.10469	23.24119	23.407626	13.772165	31.848693
K07691	0	1.048649	0	0.396383	0.009235	0.188261	0.510962	0.751596	0.137898	0.933382	0.178232	0.718213	0.829323	0.208922	1.093986	1.665905	0.703379	1.36346
K07692	10.41052	7.444754	2.050255	2.522969	6.670488	6.538286	7.05301	3.45973	3.919023	14.869593	11.143331	7.472149	9.252416	7.41777	12.066185	9.669083	12.223103	11.302573
K07693	31.335306	68.393809	38.89404	38.573264	52.976	46.773177	44.322562	55.659388	36.28331	62.960671	61.660728	55.863881	64.39505	47.807347	60.138691	62.530868	40.680233	46.766125
K07694	9.892185	5.167592	7.956033	7.844285	4.089101	5.78475	7.379406	1.521918	7.140679	10.332777	10.119246	9.347999	10.938564	9.970855	13.0784	11.470054	10.835618	10.083933
K07695	1.03083	4.70338	3.436057	5.196874	3.436273	4.18495	2.950187	2.16625	13.95256	9.047026	9.159678	8.556873	11.55725	6.477592	9.368207	8.79503	5.300406	5.059775
K07696	19.049556	19.192627	11.301253	22.041258	17.572838	12.673671	15.663698	7.815548	21.910417	33.136624	39.166892	31.617785	43.670337	26.960434	33.163391	40.864028	31.12656	26.06999
K07697	1.07415	0.513104	0.429091	0.072098	0.555691	0	4.507899	2.307886	0.108197	1.447588	0.847086	1.332336	0.966867	1.539675	1.628901	1.390673	2.258796	2.297698
K07698	1.05735	1.563812	2.68509	2.092267	0.198208	0.344481	5.77289	6.16799	0	1.45337	0.914507	1.247421	1.038166	0.426092	1.902006	1.629541	1.62783	1.695326
K07699	1.373708	4.419294	9.73676	1.68746	9.259446	2.461737	1.445697	3.88999	0.23627	1.136813	1.273176	1.829773	0.079601	0.299203	0.060296	2.719631	0.799822	0.316789
K07700	0	0.171035	0	0	0	0	0.194967	0	0.468735	0.707478	0.081114	0.200338	0.068711	0.074531	0.136385	0.451208	0.136436	0.728384
K07701	0	0	0.644891	0	0	0.48448	0	0.273788	0	0.079224	0	0.548043	0.127292	0.480325	0.093553	0.193278	0.272913	0
K07702	0	0.537198	1.518496	0	0	0.27378	0.624447	0.429025	0	0.388096	0.087966	0.579101	0.679606	0.523479	0.192321	0.41407	0.391755	0.420276
K07703	0	0	0	0	0	0	0	0	0	0.216401	0	0.063532	0.058905	0	0.082346	0.094313	0.232994	0
K07704	9.153247	7.07277	6.875469	9.525298	9.19945	6.654249	10.271938	7.632509	8.908819	7.399319	8.924303	6.55863	7.962404	10.712839	8.407097	8.133062	7.62864	8.205185
K07705	19.650968	28.706845	14.126013	8.909325	22.649765	13.383651	41.249094	22.650871	24.593238	16.729681	11.921837	12.97194	10.923092	12.155882	11.805291	12.612816	28.35882	16.905214
K07706	0	0	0	0.106816	0	0.144712	0.10867	0.831364	0	0.343332	0.257946	0.330674	0.010842	0.143672	0.299537	0.537083	0.2683	0.175109
K07707	1.74946	0.779356	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148318	0.142235	0
K07708	103.523194	115.562863	134.947915	114.861852	124.853869	105.226722	104.697684	144.585034	125.951951	65.963957	58.581198	80.919834	64.594708	88.850929	75.965905	73.91743	73.400995	80.719226
K07709	33.556231	34.531015	28.632044	36.751943	27.952179	34.046055	52.185769	25.701467	22.220447	28.413886	25.035251	28.784473	28.891695	29.190533	34.431583	34.469094	58.104238	42.369475
K07710	6.97002	10.21194	4.683232	8.363683	4.462264	4.616627	16.63363	7.291999	9.872008	12.280925	10.826595	12.73898	8.042763	9.321697	16.333551	10.847186	29.862037	17.755377
K07711	57.029338	36.828793	47.383269	55.648171	52.379772	42.13172	40.955885	39.891014	40.421239	30.376591	37.047974	34.936203	33.68644	35.393749	35.391377	33.333628	43.252836	42.552653
K07712	183.454101	186.656039	213.367229	182.212642	188.439017	203.110126	221.290988	198.102985	199.193275	151.056083	140.524201	143.705953	127.14999	158.92728	139.970946	140.821786	154.295445	153.422799
K07713	125.87297	126.461593	113.851051	101.908919	96.615035	121.805104	168.656513	121.560407	115.595655	90.058631	68.823416	79.701634	68.582529	63.335373	96.645178	78.44746	121.589522	92.110293
K07714	70.278819	72.067349	73.64289	77.085212	62.455939	59.330586	94.585423	79.81154	82.978777	95.109254	67.472605	76.364584	56.586181	82.29928	94.739186	71.543091	137.673416	103.205348
K07715	56.279692	60.712822	47.199071	73.162564	56.701935	54.89324	54.59397	50.836847	43.57144	30.35928	27.964136	28.539945	27.464186	32.521345	28.307316	30.679094	37.988408	35.605484
K07716	165.644809	214.570607	168.585129	187.719091	151.543205	181.428083	167.315545	233.947307	242.367438	133.59277	124.311973	149.370351	109.498338	129.547485	131.621084	133.373825	121.561465	139.404222
K07717	0	2.391471	1.25478	0	0	0	0.563881	7.059234	0	0.216204	0.126444	0.950766	0.451832	0.199683	0.87404	0.199683	0.177719	0
K07718	7.147191	17.385005	3.606566	8.836623	11.386304	4.165629	8.3933	11.714838	9.326125	4.724762	4.332065	4.654574	3.127041	3.336319	4.953756	3.915863	7.355516	5.286045
K07719	0.290624	0	0	0	0	0.729776	1.42087	0	0	0.267383	1.840982	0.418728	0.4443	0.409577	0.730199	0.484869	0.754388	0.937696
K07720	28.224416	33.615635	32.610682	39.308358	33.72029	41.541064	72.557958	32.752237	37.605753	35.134113	38.557133	30.810436	32.214292	23.226838	42.704852	41.97017	36.297083	36.546732
K07721	0.495685	1.10878	0.074519	1.239713	0.890555	1.150285	1.638834	0.211557	2.685599	8.973502	7.18872	5.370861	9.412277	3.564448	8.289314	7.412817	6.600401	6.092742
K07722	11.233776	22.928821	11.768932	22.50553	12.720336	13.841792	29.169563	20.775038	20.957146	16.526346	14.147343	12.959865	15.586559	14.968453	13.831222	15.82813	23.856124	19.368682
K07723	0	0	0	0	0	0	0	0	0	1.399146	2.241622	1.089269	1.870892	1.709218	0.99053	0.284281	2.112721	0.853078
K07724	11.704451	5.87683	9.67899	15.134507	7.208366	14.047898	5.06283	3.3053	10.36736	0.745112	1.309948	0.906592	0.939001	0.346044	0.942303	0.366009	0.202422	0.759107
K07725	0.046644	0	0	0	0	0.083501	0	0	0.145543	0.030622	0.029128	0.03558	0.291821	0.028802	1.268519	0	0.788295	0.839605
K07726	67.516717	40.804044	28.670786	27.415632	60.218309	41.258503	48.982295	56.763212	78.73238	39.604341	40.791707	40.799053	39.789454	75.026285	40.457214	51.528471	40.938501	43.511563
K07727	95.887752	70.082263	123.872356	80.131938	139.337291	108.074645	60.355821	72.583361	73.224292	34.032895	44.372839	45.840508	38.303274	50.28563	32.877321	40.08297	35.35382	35.910419
K07728	0	0	0	0	0	0	0	0	0	0.321812	0.329788	0.489219	0.363815	0.476762	1.383518	0	0.28447	0
K07729	77.012814	56.750818	50.511094	43.150626	46.960792	61.171379	65.741844	49.114683	34.912104	65.474427	74.037419	64.58633	73.706051	61.473373	55.81735	66.277418	48.801138	64.743886
K07731	0	0	0	0.137822	0.188664	0.224394	0.102158	0	0	1.12839	1.078813	1.241602	1.741615	0.97423	1.452662	0.88655	1.44633	1.888882
K07732	0.212255	0.245305	1.091894	1.171568	0.561896	0.755467	1.544026	0.703473	1.006077	3.620327	3.629211	2.99217	3.621567	2.766981	4.10674	3.053425	7.325741	6.382718
K07733	16.743585	27.339353	25.11042	33.873989	30.096609	17.998333	21.862692	26.100826	32.195757	11.520461	24.026728	21.489344	20.518277	29.196881	18.65551	18.06079	25.612638	24.387586
K07734	127.01733	108.221165	106.748743	94.860702	100.888962	118.360322	79.853445	87.626257	118.894901	53.850997	66.793505	73.174985	66.929976	84.46086	53.267948	61.760066	54.934103	55.775509
K07735	121.952536	117.535521	129.514391	131.570958	129.606423	119.948753	118.741325	116.489187	134.014728	111.740915	116.903746	130.7132	117.223993	127.988265	115.761013	120.382597	118.394661	131.729113
K07736	92.903213	111.183295	90.879	91.41332	79.287838	104.910717	108.314168	90.972925	84.781743	125.947795	113.70937	129.843194	129.79185	119.520638	131.166278	134.284331	126.106956	129.536917
K07738	119.423832	127.390608	144.496853	113.426498	109.675633	140.714993	143.375548	140.732229	116.05903	108.95436	116.092864	125.974783	123.580793	122.667167	118.183699	125.972476	107.632933	122.332039
K07739	0.128889	1.343363	0.122516	1.336025	0.588855	1.281421	1.900939	0.198107	0.261773	2.254459	2.114783	1.720252	2.22775	1.689628	3.030382	2.887664	3.919377	3.205811
