ASVID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV1007	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Niastella	Unclassified
ASV1008	Bacteria	Entotheonellaeota	Entotheonellales	Entotheonellales	Entotheonellaceae	Entotheonellaceae	uncultured_soil
ASV1009	Bacteria	Verrucomicrobiota	Chthoniobacterales	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured_Verrucomicrobiales
ASV1010	Bacteria	RCP2-54	RCP2-54	RCP2-54	RCP2-54	RCP2-54	uncultured_Desulfuromonadales
ASV1011	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Conexibacteraceae
ASV1012	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV1013	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_Unclassified	o_Gaiellales|f_|g_Unclassified	Unclassified
ASV1014	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	Unclassified
ASV1015	Bacteria	Bacteroidota	Cytophagales	Cytophagales	Microscillaceae	Chryseolinea	Unclassified
ASV1016	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	uncultured_soil
ASV1017	Bacteria	Chloroflexi	Chloroflexales	Chloroflexales	Roseiflexaceae	Kouleothrix	Unclassified
ASV1018	Bacteria	Chloroflexi	AD3	AD3	AD3	AD3	uncultured_soil
ASV1019	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV1020	Bacteria	Verrucomicrobiota	Chthoniobacterales	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unclassified
ASV1021	Bacteria	Actinobacteriota	c_Actinobacteria|o_Unclassified	c_Actinobacteria|o_Unclassified	c_Actinobacteria|o_|f_Unclassified	c_Actinobacteria|o_|f_|g_Unclassified	Unclassified
ASV1022	Bacteria	Gemmatimonadota	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	uncultured_Gemmatimonadales
ASV1023	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV1024	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_Acidimicrobiia
ASV1025	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
ASV1026	Bacteria	Actinobacteriota	Frankiales	Frankiales	Acidothermaceae	Acidothermus	uncultured_Actinomycetales
ASV1027	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV1028	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	unidentified
ASV1029	Bacteria	Actinobacteriota	Microtrichales	Microtrichales	Iamiaceae	Iamia	uncultured_Actinomycetales
ASV1030	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	o_Xanthomonadales|f_Unclassified	o_Xanthomonadales|f_|g_Unclassified	Unclassified
ASV1031	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV1032	Bacteria	Acidobacteriota	Bryobacterales	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_actinobacterium
ASV1033	Bacteria	Acidobacteriota	Subgroup_2	Subgroup_2	Subgroup_2	Subgroup_2	bacterium_Ellin7509
ASV1034	Bacteria	Armatimonadota	Fimbriimonadales	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae	groundwater_metagenome
ASV1035	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
ASV1036	Bacteria	Actinobacteriota	Corynebacteriales	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified
ASV1037	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV1038	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_Unclassified	o_Gaiellales|f_|g_Unclassified	Unclassified
ASV1039	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV1040	Bacteria	Actinobacteriota	Corynebacteriales	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified
ASV1041	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_Unclassified	o_Vicinamibacterales|f_|g_Unclassified	Unclassified
ASV1042	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV1043	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Burkholderiaceae	f_Burkholderiaceae|g_Unclassified	Unclassified
ASV1044	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV1045	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_Unclassified	Unclassified
ASV1046	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV1047	Bacteria	Nitrospirota	Nitrospirales	Nitrospirales	Nitrospiraceae	Nitrospira	Unclassified
ASV1048	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_Firmicutes
ASV1050	Bacteria	Acidobacteriota	Acidobacteriales	Acidobacteriales	o_Acidobacteriales|f_uncultured	o_Acidobacteriales|f_|g_uncultured	uncultured_Candidatus
ASV1051	Bacteria	Acidobacteriota	Solibacterales	Solibacterales	Solibacteraceae	Candidatus_Solibacter	Unclassified
ASV1052	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV1053	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	o_Burkholderiales|f_Unclassified	o_Burkholderiales|f_|g_Unclassified	Unclassified
ASV1054	Bacteria	Actinobacteriota	Propionibacteriales	Propionibacteriales	Nocardioidaceae	Nocardioides	Unclassified
ASV1055	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Terrimonas	Unclassified
ASV1056	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	Rokubacteriales	Rokubacteriales	metagenome
ASV1057	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	Massilia	Unclassified
ASV1058	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	Solirubrobacteraceae	f_Solirubrobacteraceae|g_Unclassified	Unclassified
ASV1059	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV1060	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV1061	Bacteria	Actinobacteriota	Frankiales	Frankiales	Geodermatophilaceae	Blastococcus	Unclassified
ASV1062	Bacteria	Patescibacteria	Saccharimonadales	Saccharimonadales	o_Saccharimonadales|f_Unclassified	o_Saccharimonadales|f_|g_Unclassified	Unclassified
ASV1063	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	TRA3-20	TRA3-20	Unclassified
ASV1064	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Conexibacteraceae
ASV1065	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_Kineosporiaceae
ASV1067	Bacteria	Actinobacteriota	Micrococcales	Micrococcales	Intrasporangiaceae	f_Intrasporangiaceae|g_Unclassified	Unclassified
ASV1068	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	f_Oxalobacteraceae|g_Unclassified	Unclassified
ASV1069	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_Unclassified	Unclassified
ASV1070	Bacteria	Proteobacteria	Dongiales	Dongiales	Dongiaceae	Dongia	Rhodospirillales_bacterium
ASV1071	Bacteria	Actinobacteriota	Microtrichales	Microtrichales	Ilumatobacteraceae	f_Ilumatobacteraceae|g_Unclassified	Unclassified
ASV1072	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_organism
ASV1073	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Unclassified
ASV1074	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	uncultured_Chloroflexi
ASV1075	Bacteria	Proteobacteria	Elsterales	Elsterales	o_Elsterales|f_Unclassified	o_Elsterales|f_|g_Unclassified	Unclassified
ASV1076	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	unidentified
ASV1077	Bacteria	Actinobacteriota	Propionibacteriales	Propionibacteriales	Nocardioidaceae	Nocardioides	Unclassified
ASV1078	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiales_Incertae_Sedis	Nordella	uncultured_Hyphomicrobiaceae
ASV1079	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Sutterellaceae	f_Sutterellaceae|g_uncultured	Unclassified
ASV1080	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	f_Rhizobiaceae|g_Unclassified	Unclassified
ASV1081	Bacteria	Proteobacteria	Caulobacterales	Caulobacterales	Hyphomonadaceae	Hirschia	uncultured_Rhizobiaceae
ASV1082	Bacteria	Actinobacteriota	Micromonosporales	Micromonosporales	Micromonosporaceae	f_Micromonosporaceae|g_Unclassified	Unclassified
ASV1083	Bacteria	Actinobacteriota	Pseudonocardiales	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified
ASV1084	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	WX65	WX65	metagenome
ASV1085	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	Unclassified
ASV1086	Bacteria	Actinobacteriota	IMCC26256	IMCC26256	IMCC26256	IMCC26256	uncultured_Aciditerrimonas
ASV1087	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV1088	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV1089	Bacteria	Entotheonellaeota	Entotheonellales	Entotheonellales	Entotheonellaceae	Entotheonellaceae	uncultured_soil
ASV1090	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	uncultured_forest
ASV1091	Bacteria	Chloroflexi	Chloroflexales	Chloroflexales	Roseiflexaceae	f_Roseiflexaceae|g_uncultured	uncultured_Chloroflexaceae
ASV1092	Bacteria	Actinobacteriota	Micrococcales	Micrococcales	Micrococcaceae	f_Micrococcaceae|g_Unclassified	Unclassified
ASV1093	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	Rhodoplanes	unidentified
ASV1094	Bacteria	Proteobacteria	Reyranellales	Reyranellales	Reyranellaceae	Reyranella	Reyranella_soli
ASV1095	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV1096	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Rhodanobacteraceae	f_Rhodanobacteraceae|g_Unclassified	Unclassified
ASV1097	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta
ASV1098	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Rubrobacter_spartanus
ASV1099	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_Unclassified	o_Vicinamibacterales|f_|g_Unclassified	Unclassified
ASV1100	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified
ASV1101	Bacteria	Chloroflexi	S085	S085	S085	S085	marine_sediment
ASV1102	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_Longilinea
ASV1103	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Rubrobacteraceae
ASV1104	Bacteria	Actinobacteriota	Corynebacteriales	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_avium
ASV1105	Bacteria	Proteobacteria	Rhodospirillales	Rhodospirillales	o_Rhodospirillales|f_uncultured	o_Rhodospirillales|f_|g_uncultured	uncultured_soil
ASV1106	Bacteria	Bacteroidota	Sphingobacteriales	Sphingobacteriales	o_Sphingobacteriales|f_Unclassified	o_Sphingobacteriales|f_|g_Unclassified	Unclassified
ASV1107	Bacteria	Chloroflexi	Thermomicrobiales	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_anaerobic
ASV1108	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_Unclassified	Unclassified
ASV1109	Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia	Sericytochromatia	Sericytochromatia	uncultured_Halanaerobiaceae
ASV1110	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Flavitalea	Unclassified
ASV1111	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV1112	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadaceae	Lysobacter	Thermomonas_sp.
ASV1113	Bacteria	Verrucomicrobiota	Pedosphaerales	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	uncultured_Pedosphaera
ASV1114	Bacteria	Myxococcota	MSB-4B10	MSB-4B10	MSB-4B10	MSB-4B10	uncultured_proteobacterium
ASV1115	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_Firmicutes
ASV1116	Bacteria	Actinobacteriota	Microtrichales	Microtrichales	o_Microtrichales|f_uncultured	o_Microtrichales|f_|g_uncultured	uncultured_Iamiaceae
ASV1117	Bacteria	Firmicutes	Bacillales	Bacillales	Planococcaceae	Lysinibacillus	Unclassified
ASV1118	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV1119	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Unclassified
ASV1120	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV1121	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	Unclassified
ASV1122	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV1123	Bacteria	Acidobacteriota	Acidobacteriales	Acidobacteriales	o_Acidobacteriales|f_uncultured	o_Acidobacteriales|f_|g_uncultured	uncultured_Candidatus
ASV1124	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadaceae	f_Xanthomonadaceae|g_Unclassified	Unclassified
ASV1125	Bacteria	Acidobacteriota	Subgroup_2	Subgroup_2	Subgroup_2	Subgroup_2	Unclassified
ASV1126	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Rhodocyclaceae	f_Rhodocyclaceae|g_Unclassified	Unclassified
ASV1127	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV1128	Bacteria	Chloroflexi	Chloroflexales	Chloroflexales	Chloroflexaceae	Chloroflexus	Unclassified
ASV1129	Bacteria	Acidobacteriota	Acidobacteriales	Acidobacteriales	o_Acidobacteriales|f_uncultured	o_Acidobacteriales|f_|g_uncultured	uncultured_Acidobacterium
ASV1130	Bacteria	Firmicutes	Bacillales	Bacillales	Planococcaceae	Lysinibacillus	Unclassified
ASV1131	Bacteria	Acidobacteriota	Acidobacteriales	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila	Unclassified
ASV1132	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Nitrosomonadaceae	MND1	Unclassified
ASV1133	Bacteria	Actinobacteriota	Frankiales	Frankiales	Frankiaceae	Jatrophihabitans	Unclassified
ASV1134	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_Firmicutes
ASV1135	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
ASV1137	Bacteria	Firmicutes	Paenibacillales	Paenibacillales	Paenibacillaceae	Paenibacillus	Unclassified
ASV1138	Bacteria	Acidobacteriota	Bryobacterales	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_Holophaga
ASV1139	Bacteria	Actinobacteriota	Micrococcales	Micrococcales	Micrococcaceae	f_Micrococcaceae|g_Unclassified	Unclassified
ASV1140	Bacteria	Chloroflexi	Chloroflexales	Chloroflexales	Roseiflexaceae	f_Roseiflexaceae|g_uncultured	uncultured_Chloroflexaceae
ASV1141	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
ASV1142	Bacteria	Actinobacteriota	Frankiales	Frankiales	Acidothermaceae	Acidothermus	uncultured_forest
ASV1143	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	Unclassified
ASV1144	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV1145	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	f_Rhizobiaceae|g_Unclassified	Unclassified
ASV1146	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Chloroflexi_bacterium
ASV1147	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	Solirubrobacteraceae	f_Solirubrobacteraceae|g_Unclassified	Unclassified
ASV1148	Bacteria	Actinobacteriota	IMCC26256	IMCC26256	IMCC26256	IMCC26256	uncultured_Cellulomonadaceae
ASV1149	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV1150	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV1151	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	f_Oxalobacteraceae|g_Unclassified	Unclassified
ASV1152	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
ASV1153	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	o_Rhizobiales|f_Unclassified	o_Rhizobiales|f_|g_Unclassified	Unclassified
ASV1154	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV1155	Bacteria	Actinobacteriota	Frankiales	Frankiales	Acidothermaceae	Acidothermus	uncultured_forest
ASV1156	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Flavihumibacter	Unclassified
ASV1157	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
ASV1158	Bacteria	Planctomycetota	Gemmatales	Gemmatales	Gemmataceae	f_Gemmataceae|g_uncultured	Unclassified
ASV1159	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	f_Rhizobiaceae|g_Unclassified	Unclassified
ASV1160	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	f_Rhizobiaceae|g_Unclassified	Unclassified
ASV1161	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	o_Burkholderiales|f_Unclassified	o_Burkholderiales|f_|g_Unclassified	Unclassified
ASV1162	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_Firmicutes
ASV1163	Bacteria	Planctomycetota	Isosphaerales	Isosphaerales	Isosphaeraceae	Aquisphaera	uncultured_Planctomycetales
ASV1164	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV1165	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV1166	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	Unclassified
ASV1167	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	uncultured_Acidobacterium
ASV1169	Bacteria	Chloroflexi	C0119	C0119	C0119	C0119	uncultured_bacterium
ASV1170	Bacteria	Actinobacteriota	p_Actinobacteriota|c_|o_Unclassified	p_Actinobacteriota|c_|o_Unclassified	p_Actinobacteriota|c_|o_|f_Unclassified	p_Actinobacteriota|c_|o_|f_|g_Unclassified	Unclassified
ASV1171	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV1172	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_Actinomycetales
ASV1173	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV1174	Bacteria	Acidobacteriota	c_Acidobacteriae|o_Unclassified	c_Acidobacteriae|o_Unclassified	c_Acidobacteriae|o_|f_Unclassified	c_Acidobacteriae|o_|f_|g_Unclassified	Unclassified
ASV1175	Bacteria	Actinobacteriota	Micromonosporales	Micromonosporales	Micromonosporaceae	Virgisporangium	uncultured_actinobacterium
ASV1176	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_Unclassified	o_Gaiellales|f_|g_Unclassified	Unclassified
ASV1177	Bacteria	Myxococcota	Polyangiales	Polyangiales	o_Polyangiales|f_Unclassified	o_Polyangiales|f_|g_Unclassified	Unclassified
ASV1178	Bacteria	Proteobacteria	Reyranellales	Reyranellales	Reyranellaceae	Reyranella	Unclassified
ASV1179	Bacteria	Actinobacteriota	Micrococcales	Micrococcales	Intrasporangiaceae	f_Intrasporangiaceae|g_Unclassified	Unclassified
ASV1181	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV1182	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Labraceae	Labrys	Labrys_okinawensis
ASV1183	Bacteria	Firmicutes	Paenibacillales	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_qinlingensis
ASV1184	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV1185	Bacteria	Proteobacteria	Rhodospirillales	Rhodospirillales	o_Rhodospirillales|f_uncultured	o_Rhodospirillales|f_|g_uncultured	Unclassified
ASV1186	Bacteria	Proteobacteria	p_Proteobacteria|c_uncultured	p_Proteobacteria|c_|o_uncultured	p_Proteobacteria|c_|o_|f_uncultured	p_Proteobacteria|c_|o_|f_|g_uncultured	Rhodospirillaceae_bacterium
ASV1187	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	o_Burkholderiales|f_Unclassified	o_Burkholderiales|f_|g_Unclassified	Unclassified
ASV1188	Bacteria	Myxococcota	Polyangiales	Polyangiales	o_Polyangiales|f_Unclassified	o_Polyangiales|f_|g_Unclassified	Unclassified
ASV1189	Bacteria	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	uncultured_Planctomycetales
ASV1190	Bacteria	Actinobacteriota	Corynebacteriales	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus_maanshanensis
ASV1191	Bacteria	Actinobacteriota	Pseudonocardiales	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified
ASV1192	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unclassified
ASV1194	Bacteria	Chloroflexi	Chloroflexales	Chloroflexales	Chloroflexaceae	Chloroflexus	Unclassified
ASV1195	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV1196	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Lacibacter	Unclassified
ASV1197	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unclassified
ASV1198	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV1199	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV1200	Bacteria	Planctomycetota	Gemmatales	Gemmatales	Gemmataceae	f_Gemmataceae|g_uncultured	Unclassified
ASV1201	Bacteria	Myxococcota	Haliangiales	Haliangiales	Haliangiaceae	Haliangium	uncultured_Kofleriaceae
ASV1202	Bacteria	Proteobacteria	Azospirillales	Azospirillales	Azospirillaceae	Azospirillum	Azospirillum_doebereinerae
ASV1203	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified
ASV1204	Bacteria	Bdellovibrionota	Bacteriovoracales	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Unclassified
ASV1205	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	metagenome
ASV1206	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_Firmicutes
ASV1207	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV1208	Bacteria	Firmicutes	Bacillales	Bacillales	Planococcaceae	Lysinibacillus	Unclassified
ASV1209	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unclassified
ASV1210	Bacteria	RCP2-54	RCP2-54	RCP2-54	RCP2-54	RCP2-54	uncultured_Desulfuromonadales
ASV1211	Bacteria	Acidobacteriota	Subgroup_2	Subgroup_2	Subgroup_2	Subgroup_2	Unclassified
ASV1212	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
