ASVID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV222	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_Unclassified	Unclassified
ASV223	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV224	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV225	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5	uncultured_bacterium
ASV226	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV227	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	f_Chitinophagaceae|g_Unclassified	Unclassified
ASV228	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_Firmicutes
ASV229	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	Massilia	Massilia_namucuonensis
ASV230	Bacteria	Verrucomicrobiota	Chthoniobacterales	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	Spartobacteria_bacterium
ASV231	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
ASV232	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
ASV233	Bacteria	Proteobacteria	Azospirillales	Azospirillales	o_Azospirillales|f_uncultured	o_Azospirillales|f_|g_uncultured	Unclassified
ASV234	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
ASV235	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV236	Bacteria	Acidobacteriota	Thermoanaerobaculales	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum	Unclassified
ASV237	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_Holophagae
ASV238	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Rubrobacter_spartanus
ASV239	Bacteria	Verrucomicrobiota	Chthoniobacterales	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	Unclassified
ASV240	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	f_Oxalobacteraceae|g_Unclassified	Unclassified
ASV241	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV242	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified
ASV243	Bacteria	Nitrospirota	Nitrospirales	Nitrospirales	Nitrospiraceae	Nitrospira	Unclassified
ASV244	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Rubrobacter_spartanus
ASV245	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	o_Burkholderiales|f_Unclassified	o_Burkholderiales|f_|g_Unclassified	Unclassified
ASV246	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	Solirubrobacteraceae	f_Solirubrobacteraceae|g_Unclassified	Unclassified
ASV247	Bacteria	Proteobacteria	Elsterales	Elsterales	o_Elsterales|f_uncultured	o_Elsterales|f_|g_uncultured	uncultured_Stella
ASV248	Bacteria	Actinobacteriota	Micromonosporales	Micromonosporales	Micromonosporaceae	f_Micromonosporaceae|g_Unclassified	Unclassified
ASV249	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_organism
ASV250	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
ASV251	Bacteria	Actinobacteriota	Micromonosporales	Micromonosporales	Micromonosporaceae	Micromonospora	Unclassified
ASV252	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV253	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_Firmicutes
ASV254	Bacteria	Actinobacteriota	Streptomycetales	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_regensis
ASV255	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_Unclassified	Unclassified
ASV256	Bacteria	Actinobacteriota	IMCC26256	IMCC26256	IMCC26256	IMCC26256	uncultured_Cellulomonadaceae
ASV257	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV258	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV259	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Beijerinckiaceae	Bosea	Unclassified
ASV260	Bacteria	Actinobacteriota	IMCC26256	IMCC26256	IMCC26256	IMCC26256	uncultured_organism
ASV261	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified
ASV262	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Unclassified
ASV263	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_Firmicutes
ASV264	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	Rhizobacter	Rhizobacter_fulvus
ASV265	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Unclassified
ASV266	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_Longilinea
ASV267	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV268	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV269	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Hyphomicrobiaceae	f_Hyphomicrobiaceae|g_Unclassified	Unclassified
ASV270	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV271	Bacteria	Actinobacteriota	Streptosporangiales	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Unclassified
ASV272	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Rubrobacter_spartanus
ASV273	Bacteria	Actinobacteriota	Corynebacteriales	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified
ASV274	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV275	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Sutterellaceae	f_Sutterellaceae|g_uncultured	Unclassified
ASV276	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	Aquabacterium	Unclassified
ASV277	Bacteria	Bacteroidota	Cytophagales	Cytophagales	Microscillaceae	f_Microscillaceae|g_Unclassified	Unclassified
ASV278	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	uncultured_proteobacterium
ASV279	Bacteria	Acidobacteriota	Acidobacteriales	Acidobacteriales	o_Acidobacteriales|f_uncultured	o_Acidobacteriales|f_|g_uncultured	uncultured_delta
ASV280	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Rubrobacter_spartanus
ASV281	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_Unclassified	Unclassified
ASV282	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	KF-JG30-B3	KF-JG30-B3	uncultured_soil
ASV283	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	Rhodoplanes	unidentified
ASV284	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified
ASV285	Bacteria	Firmicutes	Bacillales	Bacillales	o_Bacillales|f_Unclassified	o_Bacillales|f_|g_Unclassified	Unclassified
ASV286	Bacteria	Actinobacteriota	Micrococcales	Micrococcales	Intrasporangiaceae	f_Intrasporangiaceae|g_Unclassified	Unclassified
ASV287	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	uncultured_Firmicutes
ASV288	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV289	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV290	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV291	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	uncultured_Green
ASV292	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_Unclassified	o_Gaiellales|f_|g_Unclassified	Unclassified
ASV293	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unclassified
ASV294	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	uncultured_proteobacterium
ASV295	Bacteria	Armatimonadota	p_Armatimonadota|c_uncultured	p_Armatimonadota|c_|o_uncultured	p_Armatimonadota|c_|o_|f_uncultured	p_Armatimonadota|c_|o_|f_|g_uncultured	uncultured_actinobacterium
ASV296	Bacteria	Bacteroidota	Sphingobacteriales	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Unclassified
ASV297	Bacteria	Actinobacteriota	IMCC26256	IMCC26256	IMCC26256	IMCC26256	uncultured_soil
ASV298	Bacteria	Acidobacteriota	Subgroup_11	Subgroup_11	Subgroup_11	Subgroup_11	uncultured_bacterium
ASV299	Bacteria	Acidobacteriota	Acidobacteriales	Acidobacteriales	o_Acidobacteriales|f_uncultured	o_Acidobacteriales|f_|g_uncultured	uncultured_Acidobacteriales
ASV300	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	f_Sphingomonadaceae|g_Unclassified	Unclassified
ASV301	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	uncultured_organism
ASV302	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV303	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unclassified
ASV304	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV305	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	Unclassified
ASV306	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_Actinomycetales
ASV307	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV308	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV309	Bacteria	Acidobacteriota	Acidobacteriales	Acidobacteriales	o_Acidobacteriales|f_Unclassified	o_Acidobacteriales|f_|g_Unclassified	Unclassified
ASV310	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV311	Bacteria	Proteobacteria	c_Alphaproteobacteria|o_Unclassified	c_Alphaproteobacteria|o_Unclassified	c_Alphaproteobacteria|o_|f_Unclassified	c_Alphaproteobacteria|o_|f_|g_Unclassified	Unclassified
ASV312	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV313	Bacteria	Actinobacteriota	Micromonosporales	Micromonosporales	Micromonosporaceae	f_Micromonosporaceae|g_Unclassified	Unclassified
ASV314	Bacteria	Myxococcota	Polyangiales	Polyangiales	Polyangiaceae	f_Polyangiaceae|g_Unclassified	Unclassified
ASV315	Bacteria	Actinobacteriota	p_Actinobacteriota|c_|o_Unclassified	p_Actinobacteriota|c_|o_Unclassified	p_Actinobacteriota|c_|o_|f_Unclassified	p_Actinobacteriota|c_|o_|f_|g_Unclassified	Unclassified
ASV316	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV317	Bacteria	Myxococcota	Polyangiales	Polyangiales	Polyangiaceae	f_Polyangiaceae|g_Unclassified	Unclassified
ASV318	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unclassified
ASV319	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_Firmicutes
ASV320	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	KF-JG30-B3	KF-JG30-B3	uncultured_soil
ASV321	Bacteria	Actinobacteriota	Pseudonocardiales	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified
ASV322	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	f_Rhizobiaceae|g_Unclassified	Unclassified
ASV323	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV324	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_uncultured	uncultured_Bacteroidetes
ASV325	Bacteria	Actinobacteriota	Microtrichales	Microtrichales	Ilumatobacteraceae	f_Ilumatobacteraceae|g_uncultured	Unclassified
ASV326	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadaceae	Luteimonas	Unclassified
ASV327	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unclassified
ASV328	Bacteria	Actinobacteriota	Streptomycetales	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_regensis
ASV329	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	Massilia	Unclassified
ASV330	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	TRA3-20	TRA3-20	Unclassified
ASV331	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	uncultured_proteobacterium
ASV332	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	Unclassified
ASV333	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV334	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Alcaligenaceae	f_Alcaligenaceae|g_Unclassified	Unclassified
ASV336	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Oceanobacillus	Unclassified
ASV337	Bacteria	Verrucomicrobiota	Verrucomicrobiales	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	Luteolibacter_arcticus
ASV338	Bacteria	Actinobacteriota	Micromonosporales	Micromonosporales	Micromonosporaceae	f_Micromonosporaceae|g_Unclassified	Unclassified
ASV339	Bacteria	Actinobacteriota	Micrococcales	Micrococcales	Intrasporangiaceae	Phycicoccus	Unclassified
ASV340	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	uncultured_Gemmatimonadaceae
ASV341	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV342	Bacteria	Verrucomicrobiota	Chthoniobacterales	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured_Verrucomicrobiales
ASV343	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Unclassified
ASV344	Bacteria	Proteobacteria	Legionellales	Legionellales	Legionellaceae	Legionella	Unclassified
ASV345	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiales_Incertae_Sedis	Nordella	uncultured_Phyllobacteriaceae
ASV346	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	uncultured_proteobacterium
ASV347	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	Rokubacteriales	Rokubacteriales	metagenome
ASV348	Bacteria	Actinobacteriota	Propionibacteriales	Propionibacteriales	Nocardioidaceae	Nocardioides	Unclassified
ASV349	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV350	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	Unclassified
ASV351	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_beta
ASV352	Bacteria	Proteobacteria	Steroidobacterales	Steroidobacterales	Steroidobacteraceae	f_Steroidobacteraceae|g_Unclassified	Unclassified
ASV353	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV354	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	f_Rhizobiaceae|g_Unclassified	Unclassified
ASV355	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV356	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV358	Bacteria	Proteobacteria	Micropepsales	Micropepsales	Micropepsaceae	Micropepsaceae	uncultured_proteobacterium
ASV359	Bacteria	Actinobacteriota	IMCC26256	IMCC26256	IMCC26256	IMCC26256	uncultured_Acidimicrobiales
ASV360	Bacteria	Acidobacteriota	Acidobacteriales	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter	Unclassified
ASV361	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	Unclassified
ASV362	Bacteria	Actinobacteriota	Propionibacteriales	Propionibacteriales	Nocardioidaceae	Kribbella	Unclassified
ASV363	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	Unclassified
ASV364	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV365	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Rhodocyclaceae	Uliginosibacterium	bacterium
ASV367	Bacteria	Proteobacteria	Rhodospirillales	Rhodospirillales	o_Rhodospirillales|f_uncultured	o_Rhodospirillales|f_|g_uncultured	uncultured_Rhodospirillaceae
ASV368	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
ASV369	Bacteria	Acidobacteriota	Thermoanaerobaculales	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
ASV370	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	Massilia	Massilia_namucuonensis
ASV371	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	Unclassified
ASV372	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	Xanthobacteraceae	Rhizobiales_bacterium
ASV373	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_Actinomycetales
ASV374	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_actinobacterium
ASV375	Bacteria	Actinobacteriota	Micrococcales	Micrococcales	Micrococcaceae	Pseudarthrobacter	Unclassified
ASV376	Bacteria	Chloroflexi	Ktedonobacterales	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9	Chloroflexi_bacterium
ASV377	Bacteria	Verrucomicrobiota	Chthoniobacterales	Chthoniobacterales	o_Chthoniobacterales|f_Unclassified	o_Chthoniobacterales|f_|g_Unclassified	Unclassified
ASV378	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Terrimonas	Unclassified
ASV379	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	f_Bacillaceae|g_Unclassified	Unclassified
ASV380	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	f_Oxalobacteraceae|g_Unclassified	Unclassified
ASV381	Bacteria	Actinobacteriota	IMCC26256	IMCC26256	IMCC26256	IMCC26256	uncultured_soil
ASV382	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Unclassified
ASV383	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Sediminibacterium	Unclassified
ASV385	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV386	Bacteria	Actinobacteriota	Propionibacteriales	Propionibacteriales	Nocardioidaceae	Marmoricola	Unclassified
ASV387	Bacteria	Actinobacteriota	Streptomycetales	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_regensis
ASV388	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_Unclassified	o_Gaiellales|f_|g_Unclassified	Unclassified
ASV389	Bacteria	Chloroflexi	Thermomicrobiales	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	Unclassified
ASV390	Bacteria	Actinobacteriota	Streptomycetales	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified
ASV391	Bacteria	Acidobacteriota	Subgroup_2	Subgroup_2	Subgroup_2	Subgroup_2	bacterium_Ellin7509
ASV392	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Niastella	Unclassified
ASV393	Bacteria	Verrucomicrobiota	Chthoniobacterales	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	Verrucomicrobia_bacterium
ASV394	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_Firmicutes
ASV395	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV396	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	Comamonadaceae	Curvibacter_sp.
ASV397	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Hyphomicrobiaceae	f_Hyphomicrobiaceae|g_Unclassified	Unclassified
ASV398	Bacteria	Proteobacteria	Reyranellales	Reyranellales	Reyranellaceae	Reyranella	Unclassified
ASV399	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Devosiaceae	f_Devosiaceae|g_Unclassified	Unclassified
ASV400	Bacteria	Actinobacteriota	Micromonosporales	Micromonosporales	Micromonosporaceae	f_Micromonosporaceae|g_Unclassified	Unclassified
ASV401	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	Unclassified
ASV402	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	uncultured_soil
ASV403	Bacteria	Actinobacteriota	IMCC26256	IMCC26256	IMCC26256	IMCC26256	uncultured_soil
