num,batch,date,isolates,plot,position,measure,value
1,20240423,11d,buffer,1,1,DRI,5
2,20240423,11d,buffer,1,2,DRI,5
3,20240423,11d,buffer,1,3,DRI,5
4,20240423,11d,buffer,1,4,DRI,5
5,20240423,11d,buffer,1,5,DRI,4.5
6,20240423,11d,buffer,1,1,DRI,5
7,20240423,11d,buffer,1,2,DRI,5
8,20240423,11d,buffer,1,3,DRI,5
9,20240423,11d,buffer,1,4,DRI,5
10,20240423,11d,buffer,1,5,DRI,4.5
11,20240423,11d,buffer,2,1,DRI,5
12,20240423,11d,buffer,2,2,DRI,5
13,20240423,11d,buffer,2,3,DRI,5
14,20240423,11d,buffer,2,4,DRI,5
15,20240423,11d,buffer,2,5,DRI,5
16,20240423,11d,buffer,2,1,DRI,5
17,20240423,11d,buffer,2,2,DRI,5
18,20240423,11d,buffer,2,3,DRI,5
19,20240423,11d,buffer,2,4,DRI,5
20,20240423,11d,buffer,2,5,DRI,4.5
21,20240423,11d,4F10,1,1,DRI,5
22,20240423,11d,4F10,1,2,DRI,5
23,20240423,11d,4F10,1,3,DRI,5
24,20240423,11d,4F10,1,4,DRI,5
25,20240423,11d,4F10,1,5,DRI,5
26,20240423,11d,4F10,1,1,DRI,5
27,20240423,11d,4F10,1,2,DRI,5
28,20240423,11d,4F10,1,3,DRI,5
29,20240423,11d,4F10,1,4,DRI,5
30,20240423,11d,4F10,1,5,DRI,5
31,20240423,11d,4F10,2,1,DRI,5
32,20240423,11d,4F10,2,2,DRI,5
33,20240423,11d,4F10,2,3,DRI,5
34,20240423,11d,4F10,2,4,DRI,5
35,20240423,11d,4F10,2,5,DRI,5
36,20240423,11d,4F10,2,1,DRI,5
37,20240423,11d,4F10,2,2,DRI,5
38,20240423,11d,4F10,2,3,DRI,5
39,20240423,11d,4F10,2,4,DRI,5
40,20240423,11d,4F10,2,5,DRI,5
41,20240423,11d,5A12,1,1,DRI,5
42,20240423,11d,5A12,1,2,DRI,5
43,20240423,11d,5A12,1,3,DRI,5
44,20240423,11d,5A12,1,4,DRI,5
45,20240423,11d,5A12,1,5,DRI,5
46,20240423,11d,5A12,1,1,DRI,5
47,20240423,11d,5A12,1,2,DRI,5
48,20240423,11d,5A12,1,3,DRI,5
49,20240423,11d,5A12,1,4,DRI,5
50,20240423,11d,5A12,1,5,DRI,5
51,20240423,11d,5A12,2,1,DRI,5
52,20240423,11d,5A12,2,2,DRI,5
53,20240423,11d,5A12,2,3,DRI,5
54,20240423,11d,5A12,2,4,DRI,5
55,20240423,11d,5A12,2,5,DRI,5
56,20240423,11d,5A12,2,1,DRI,4.5
57,20240423,11d,5A12,2,2,DRI,5
58,20240423,11d,5A12,2,3,DRI,5
59,20240423,11d,5A12,2,4,DRI,5
60,20240423,11d,5A12,2,5,DRI,4.5
61,20240423,11d,10C12,1,1,DRI,5
62,20240423,11d,10C12,1,2,DRI,5
63,20240423,11d,10C12,1,3,DRI,5
64,20240423,11d,10C12,1,4,DRI,5
65,20240423,11d,10C12,1,5,DRI,4
66,20240423,11d,10C12,1,1,DRI,5
67,20240423,11d,10C12,1,2,DRI,5
68,20240423,11d,10C12,1,3,DRI,5
69,20240423,11d,10C12,1,4,DRI,5
70,20240423,11d,10C12,1,5,DRI,5
71,20240423,11d,10C12,2,1,DRI,5
72,20240423,11d,10C12,2,2,DRI,5
73,20240423,11d,10C12,2,3,DRI,5
74,20240423,11d,10C12,2,4,DRI,4.5
75,20240423,11d,10C12,2,5,DRI,4.5
76,20240423,11d,10C12,2,1,DRI,5
77,20240423,11d,10C12,2,2,DRI,5
78,20240423,11d,10C12,2,3,DRI,5
79,20240423,11d,10C12,2,4,DRI,5
80,20240423,11d,10C12,2,5,DRI,4
81,20240423,11d,gl2,1,1,DRI,5
82,20240423,11d,gl2,1,2,DRI,5
83,20240423,11d,gl2,1,3,DRI,5
84,20240423,11d,gl2,1,4,DRI,5
85,20240423,11d,gl2,1,5,DRI,5
86,20240423,11d,gl2,1,1,DRI,5
87,20240423,11d,gl2,1,2,DRI,5
88,20240423,11d,gl2,1,3,DRI,5
89,20240423,11d,gl2,1,4,DRI,5
90,20240423,11d,gl2,1,5,DRI,5
91,20240423,11d,gl2,2,1,DRI,5
92,20240423,11d,gl2,2,2,DRI,5
93,20240423,11d,gl2,2,3,DRI,5
94,20240423,11d,gl2,2,4,DRI,5
95,20240423,11d,gl2,2,5,DRI,5
96,20240423,11d,gl2,2,1,DRI,5
97,20240423,11d,gl2,2,2,DRI,5
98,20240423,11d,gl2,2,3,DRI,5
99,20240423,11d,gl2,2,4,DRI,5
100,20240423,11d,gl2,2,5,DRI,5
101,20240423,11d,AR,1,1,DRI,5
102,20240423,11d,AR,1,2,DRI,5
103,20240423,11d,AR,1,3,DRI,5
104,20240423,11d,AR,1,4,DRI,5
105,20240423,11d,AR,1,5,DRI,4.5
106,20240423,11d,AR,1,1,DRI,5
107,20240423,11d,AR,1,2,DRI,5
108,20240423,11d,AR,1,3,DRI,5
109,20240423,11d,AR,1,4,DRI,5
110,20240423,11d,AR,1,5,DRI,5
111,20240423,11d,AR,2,1,DRI,4.5
112,20240423,11d,AR,2,2,DRI,5
113,20240423,11d,AR,2,3,DRI,5
114,20240423,11d,AR,2,4,DRI,5
115,20240423,11d,AR,2,5,DRI,5
116,20240423,11d,AR,2,1,DRI,5
117,20240423,11d,AR,2,2,DRI,5
118,20240423,11d,AR,2,3,DRI,5
119,20240423,11d,AR,2,4,DRI,5
120,20240423,11d,AR,2,5,DRI,5
121,20240423,11d,DER,2,1,DRI,5
122,20240423,11d,DER,2,2,DRI,5
123,20240423,11d,DER,2,3,DRI,5
124,20240423,11d,DER,2,4,DRI,5
125,20240423,11d,DER,2,5,DRI,4.5
126,20240423,11d,DER,2,1,DRI,5
127,20240423,11d,DER,2,2,DRI,5
128,20240423,11d,DER,2,3,DRI,5
129,20240423,11d,DER,2,4,DRI,5
130,20240423,11d,DER,2,5,DRI,5
131,20240423,11d,DER,1,1,DRI,5
132,20240423,11d,DER,1,2,DRI,5
133,20240423,11d,DER,1,3,DRI,5
134,20240423,11d,DER,1,4,DRI,5
135,20240423,11d,DER,1,5,DRI,5
136,20240423,11d,DER,1,1,DRI,5
137,20240423,11d,DER,1,2,DRI,5
138,20240423,11d,DER,1,3,DRI,5
139,20240423,11d,DER,1,4,DRI,5
140,20240423,11d,DER,1,5,DRI,5
141,20240423,12d,buffer,1,1,DRI,4.5
142,20240423,12d,buffer,1,2,DRI,5
143,20240423,12d,buffer,1,3,DRI,4.5
144,20240423,12d,buffer,1,4,DRI,4
145,20240423,12d,buffer,1,5,DRI,4
146,20240423,12d,buffer,1,1,DRI,3.5
147,20240423,12d,buffer,1,2,DRI,4.5
148,20240423,12d,buffer,1,3,DRI,4
149,20240423,12d,buffer,1,4,DRI,3
150,20240423,12d,buffer,1,5,DRI,3.5
151,20240423,12d,buffer,2,1,DRI,4.5
152,20240423,12d,buffer,2,2,DRI,4.5
153,20240423,12d,buffer,2,3,DRI,5
154,20240423,12d,buffer,2,4,DRI,5
155,20240423,12d,buffer,2,5,DRI,4.5
156,20240423,12d,buffer,2,1,DRI,3.5
157,20240423,12d,buffer,2,2,DRI,4
158,20240423,12d,buffer,2,3,DRI,3.5
159,20240423,12d,buffer,2,4,DRI,4
160,20240423,12d,buffer,2,5,DRI,3
161,20240423,12d,4F10,1,1,DRI,5
162,20240423,12d,4F10,1,2,DRI,5
163,20240423,12d,4F10,1,3,DRI,5
164,20240423,12d,4F10,1,4,DRI,5
165,20240423,12d,4F10,1,5,DRI,5
166,20240423,12d,4F10,1,1,DRI,4.5
167,20240423,12d,4F10,1,2,DRI,5
168,20240423,12d,4F10,1,3,DRI,5
169,20240423,12d,4F10,1,4,DRI,5
170,20240423,12d,4F10,1,5,DRI,5
171,20240423,12d,4F10,2,1,DRI,5
172,20240423,12d,4F10,2,2,DRI,4.5
173,20240423,12d,4F10,2,3,DRI,5
174,20240423,12d,4F10,2,4,DRI,4.5
175,20240423,12d,4F10,2,5,DRI,4.5
176,20240423,12d,4F10,2,1,DRI,5
177,20240423,12d,4F10,2,2,DRI,5
178,20240423,12d,4F10,2,3,DRI,5
179,20240423,12d,4F10,2,4,DRI,5
180,20240423,12d,4F10,2,5,DRI,5
181,20240423,12d,5A12,1,1,DRI,5
182,20240423,12d,5A12,1,2,DRI,5
183,20240423,12d,5A12,1,3,DRI,5
184,20240423,12d,5A12,1,4,DRI,5
185,20240423,12d,5A12,1,5,DRI,5
186,20240423,12d,5A12,1,1,DRI,5
187,20240423,12d,5A12,1,2,DRI,5
188,20240423,12d,5A12,1,3,DRI,5
189,20240423,12d,5A12,1,4,DRI,5
190,20240423,12d,5A12,1,5,DRI,5
191,20240423,12d,5A12,2,1,DRI,4.5
192,20240423,12d,5A12,2,2,DRI,5
193,20240423,12d,5A12,2,3,DRI,5
194,20240423,12d,5A12,2,4,DRI,5
195,20240423,12d,5A12,2,5,DRI,5
196,20240423,12d,5A12,2,1,DRI,3.5
197,20240423,12d,5A12,2,2,DRI,3.5
198,20240423,12d,5A12,2,3,DRI,5
199,20240423,12d,5A12,2,4,DRI,4.5
200,20240423,12d,5A12,2,5,DRI,3
201,20240423,12d,10C12,1,1,DRI,5
202,20240423,12d,10C12,1,2,DRI,5
203,20240423,12d,10C12,1,3,DRI,5
204,20240423,12d,10C12,1,4,DRI,5
205,20240423,12d,10C12,1,5,DRI,2.5
206,20240423,12d,10C12,1,1,DRI,5
207,20240423,12d,10C12,1,2,DRI,5
208,20240423,12d,10C12,1,3,DRI,5
209,20240423,12d,10C12,1,4,DRI,5
210,20240423,12d,10C12,1,5,DRI,5
211,20240423,12d,10C12,2,1,DRI,4.5
212,20240423,12d,10C12,2,2,DRI,5
213,20240423,12d,10C12,2,3,DRI,5
214,20240423,12d,10C12,2,4,DRI,3.5
215,20240423,12d,10C12,2,5,DRI,3.5
216,20240423,12d,10C12,2,1,DRI,5
217,20240423,12d,10C12,2,2,DRI,5
218,20240423,12d,10C12,2,3,DRI,5
219,20240423,12d,10C12,2,4,DRI,5
220,20240423,12d,10C12,2,5,DRI,3
221,20240423,12d,gl2,1,1,DRI,5
222,20240423,12d,gl2,1,2,DRI,5
223,20240423,12d,gl2,1,3,DRI,5
224,20240423,12d,gl2,1,4,DRI,5
225,20240423,12d,gl2,1,5,DRI,5
226,20240423,12d,gl2,1,1,DRI,5
227,20240423,12d,gl2,1,2,DRI,5
228,20240423,12d,gl2,1,3,DRI,5
229,20240423,12d,gl2,1,4,DRI,5
230,20240423,12d,gl2,1,5,DRI,5
231,20240423,12d,gl2,2,1,DRI,5
232,20240423,12d,gl2,2,2,DRI,3.5
233,20240423,12d,gl2,2,3,DRI,5
234,20240423,12d,gl2,2,4,DRI,4
235,20240423,12d,gl2,2,5,DRI,3.5
236,20240423,12d,gl2,2,1,DRI,4.5
237,20240423,12d,gl2,2,2,DRI,5
238,20240423,12d,gl2,2,3,DRI,5
239,20240423,12d,gl2,2,4,DRI,4.5
240,20240423,12d,gl2,2,5,DRI,5
241,20240423,12d,AR,1,1,DRI,4.5
242,20240423,12d,AR,1,2,DRI,5
243,20240423,12d,AR,1,3,DRI,5
244,20240423,12d,AR,1,4,DRI,5
245,20240423,12d,AR,1,5,DRI,5
246,20240423,12d,AR,1,1,DRI,3
247,20240423,12d,AR,1,2,DRI,5
248,20240423,12d,AR,1,3,DRI,5
249,20240423,12d,AR,1,4,DRI,5
250,20240423,12d,AR,1,5,DRI,5
251,20240423,12d,AR,2,1,DRI,3.5
252,20240423,12d,AR,2,2,DRI,5
253,20240423,12d,AR,2,3,DRI,5
254,20240423,12d,AR,2,4,DRI,5
255,20240423,12d,AR,2,5,DRI,4
256,20240423,12d,AR,2,1,DRI,5
257,20240423,12d,AR,2,2,DRI,5
258,20240423,12d,AR,2,3,DRI,5
259,20240423,12d,AR,2,4,DRI,5
260,20240423,12d,AR,2,5,DRI,5
261,20240423,12d,DER,2,1,DRI,5
262,20240423,12d,DER,2,2,DRI,5
263,20240423,12d,DER,2,3,DRI,5
264,20240423,12d,DER,2,4,DRI,5
265,20240423,12d,DER,2,5,DRI,3.5
266,20240423,12d,DER,2,1,DRI,5
267,20240423,12d,DER,2,2,DRI,3.5
268,20240423,12d,DER,2,3,DRI,5
269,20240423,12d,DER,2,4,DRI,5
270,20240423,12d,DER,2,5,DRI,5
271,20240423,12d,DER,1,1,DRI,5
272,20240423,12d,DER,1,2,DRI,5
273,20240423,12d,DER,1,3,DRI,5
274,20240423,12d,DER,1,4,DRI,5
275,20240423,12d,DER,1,5,DRI,5
276,20240423,12d,DER,1,1,DRI,4
277,20240423,12d,DER,1,2,DRI,5
278,20240423,12d,DER,1,3,DRI,5
279,20240423,12d,DER,1,4,DRI,5
280,20240423,12d,DER,1,5,DRI,4.5
281,20240423,13d,buffer,1,1,DRI,4
282,20240423,13d,buffer,1,2,DRI,4
283,20240423,13d,buffer,1,3,DRI,4.5
284,20240423,13d,buffer,1,4,DRI,3.5
285,20240423,13d,buffer,1,5,DRI,3
286,20240423,13d,buffer,1,1,DRI,2.5
287,20240423,13d,buffer,1,2,DRI,3.5
288,20240423,13d,buffer,1,3,DRI,3
289,20240423,13d,buffer,1,4,DRI,2
290,20240423,13d,buffer,1,5,DRI,2.5
291,20240423,13d,buffer,2,1,DRI,3.5
292,20240423,13d,buffer,2,2,DRI,3
293,20240423,13d,buffer,2,3,DRI,3.5
294,20240423,13d,buffer,2,4,DRI,3.5
295,20240423,13d,buffer,2,5,DRI,3
296,20240423,13d,buffer,2,1,DRI,2.5
297,20240423,13d,buffer,2,2,DRI,2.5
298,20240423,13d,buffer,2,3,DRI,2.5
299,20240423,13d,buffer,2,4,DRI,2.5
300,20240423,13d,buffer,2,5,DRI,2.5
301,20240423,13d,4F10,1,1,DRI,4.5
302,20240423,13d,4F10,1,2,DRI,5
303,20240423,13d,4F10,1,3,DRI,5
304,20240423,13d,4F10,1,4,DRI,5
305,20240423,13d,4F10,1,5,DRI,3.5
306,20240423,13d,4F10,1,1,DRI,3
307,20240423,13d,4F10,1,2,DRI,5
308,20240423,13d,4F10,1,3,DRI,5
309,20240423,13d,4F10,1,4,DRI,5
310,20240423,13d,4F10,1,5,DRI,5
311,20240423,13d,4F10,2,1,DRI,3.5
312,20240423,13d,4F10,2,2,DRI,3
313,20240423,13d,4F10,2,3,DRI,5
314,20240423,13d,4F10,2,4,DRI,3
315,20240423,13d,4F10,2,5,DRI,3
316,20240423,13d,4F10,2,1,DRI,3
317,20240423,13d,4F10,2,2,DRI,4.5
318,20240423,13d,4F10,2,3,DRI,4
319,20240423,13d,4F10,2,4,DRI,4
320,20240423,13d,4F10,2,5,DRI,3.5
321,20240423,13d,5A12,1,1,DRI,4
322,20240423,13d,5A12,1,2,DRI,5
323,20240423,13d,5A12,1,3,DRI,5
324,20240423,13d,5A12,1,4,DRI,5
325,20240423,13d,5A12,1,5,DRI,4.5
326,20240423,13d,5A12,1,1,DRI,5
327,20240423,13d,5A12,1,2,DRI,5
328,20240423,13d,5A12,1,3,DRI,5
329,20240423,13d,5A12,1,4,DRI,5
330,20240423,13d,5A12,1,5,DRI,5
331,20240423,13d,5A12,2,1,DRI,2.5
332,20240423,13d,5A12,2,2,DRI,3.5
333,20240423,13d,5A12,2,3,DRI,4.5
334,20240423,13d,5A12,2,4,DRI,3.5
335,20240423,13d,5A12,2,5,DRI,3.5
336,20240423,13d,5A12,2,1,DRI,2.5
337,20240423,13d,5A12,2,2,DRI,2.5
338,20240423,13d,5A12,2,3,DRI,4
339,20240423,13d,5A12,2,4,DRI,3.5
340,20240423,13d,5A12,2,5,DRI,2.5
341,20240423,13d,10C12,1,1,DRI,3
342,20240423,13d,10C12,1,2,DRI,5
343,20240423,13d,10C12,1,3,DRI,5
344,20240423,13d,10C12,1,4,DRI,4
345,20240423,13d,10C12,1,5,DRI,2
346,20240423,13d,10C12,1,1,DRI,3
347,20240423,13d,10C12,1,2,DRI,5
348,20240423,13d,10C12,1,3,DRI,5
349,20240423,13d,10C12,1,4,DRI,3.5
350,20240423,13d,10C12,1,5,DRI,5
351,20240423,13d,10C12,2,1,DRI,3
352,20240423,13d,10C12,2,2,DRI,5
353,20240423,13d,10C12,2,3,DRI,5
354,20240423,13d,10C12,2,4,DRI,2.5
355,20240423,13d,10C12,2,5,DRI,2.5
356,20240423,13d,10C12,2,1,DRI,3.5
357,20240423,13d,10C12,2,2,DRI,4
358,20240423,13d,10C12,2,3,DRI,4
359,20240423,13d,10C12,2,4,DRI,3.5
360,20240423,13d,10C12,2,5,DRI,2
361,20240423,13d,gl2,1,1,DRI,3.5
362,20240423,13d,gl2,1,2,DRI,5
363,20240423,13d,gl2,1,3,DRI,5
364,20240423,13d,gl2,1,4,DRI,3
365,20240423,13d,gl2,1,5,DRI,3
366,20240423,13d,gl2,1,1,DRI,4.5
367,20240423,13d,gl2,1,2,DRI,4
368,20240423,13d,gl2,1,3,DRI,5
369,20240423,13d,gl2,1,4,DRI,3.5
370,20240423,13d,gl2,1,5,DRI,3.5
371,20240423,13d,gl2,2,1,DRI,3.5
372,20240423,13d,gl2,2,2,DRI,2.5
373,20240423,13d,gl2,2,3,DRI,5
374,20240423,13d,gl2,2,4,DRI,3.5
375,20240423,13d,gl2,2,5,DRI,2.5
376,20240423,13d,gl2,2,1,DRI,2.5
377,20240423,13d,gl2,2,2,DRI,3.5
378,20240423,13d,gl2,2,3,DRI,3.5
379,20240423,13d,gl2,2,4,DRI,3
380,20240423,13d,gl2,2,5,DRI,3.5
381,20240423,13d,AR,1,1,DRI,3
382,20240423,13d,AR,1,2,DRI,5
383,20240423,13d,AR,1,3,DRI,5
384,20240423,13d,AR,1,4,DRI,3.5
385,20240423,13d,AR,1,5,DRI,3.5
386,20240423,13d,AR,1,1,DRI,2
387,20240423,13d,AR,1,2,DRI,4.5
388,20240423,13d,AR,1,3,DRI,5
389,20240423,13d,AR,1,4,DRI,3.5
390,20240423,13d,AR,1,5,DRI,4
391,20240423,13d,AR,2,1,DRI,2
392,20240423,13d,AR,2,2,DRI,4
393,20240423,13d,AR,2,3,DRI,4
394,20240423,13d,AR,2,4,DRI,3
395,20240423,13d,AR,2,5,DRI,3
396,20240423,13d,AR,2,1,DRI,3.5
397,20240423,13d,AR,2,2,DRI,5
398,20240423,13d,AR,2,3,DRI,4
399,20240423,13d,AR,2,4,DRI,3
400,20240423,13d,AR,2,5,DRI,5
401,20240423,13d,DER,2,1,DRI,4
402,20240423,13d,DER,2,2,DRI,5
403,20240423,13d,DER,2,3,DRI,3.5
404,20240423,13d,DER,2,4,DRI,3.5
405,20240423,13d,DER,2,5,DRI,2.5
406,20240423,13d,DER,2,1,DRI,3.5
407,20240423,13d,DER,2,2,DRI,2.5
408,20240423,13d,DER,2,3,DRI,3
409,20240423,13d,DER,2,4,DRI,3
410,20240423,13d,DER,2,5,DRI,3
411,20240423,13d,DER,1,1,DRI,4
412,20240423,13d,DER,1,2,DRI,5
413,20240423,13d,DER,1,3,DRI,5
414,20240423,13d,DER,1,4,DRI,5
415,20240423,13d,DER,1,5,DRI,4.5
416,20240423,13d,DER,1,1,DRI,2.5
417,20240423,13d,DER,1,2,DRI,3
418,20240423,13d,DER,1,3,DRI,5
419,20240423,13d,DER,1,4,DRI,4
420,20240423,13d,DER,1,5,DRI,3
421,20240423,14d,buffer,1,1,DRI,2
422,20240423,14d,buffer,1,2,DRI,2.5
423,20240423,14d,buffer,1,3,DRI,3
424,20240423,14d,buffer,1,4,DRI,2
425,20240423,14d,buffer,1,5,DRI,2
426,20240423,14d,buffer,1,1,DRI,1.5
427,20240423,14d,buffer,1,2,DRI,2
428,20240423,14d,buffer,1,3,DRI,1.5
429,20240423,14d,buffer,1,4,DRI,1
430,20240423,14d,buffer,1,5,DRI,1
431,20240423,14d,buffer,2,1,DRI,2
432,20240423,14d,buffer,2,2,DRI,1.5
433,20240423,14d,buffer,2,3,DRI,2
434,20240423,14d,buffer,2,4,DRI,2
435,20240423,14d,buffer,2,5,DRI,1.5
436,20240423,14d,buffer,2,1,DRI,1
437,20240423,14d,buffer,2,2,DRI,1
438,20240423,14d,buffer,2,3,DRI,1
439,20240423,14d,buffer,2,4,DRI,1
440,20240423,14d,buffer,2,5,DRI,1.5
441,20240423,14d,4F10,1,1,DRI,3
442,20240423,14d,4F10,1,2,DRI,4.5
443,20240423,14d,4F10,1,3,DRI,4
444,20240423,14d,4F10,1,4,DRI,4
445,20240423,14d,4F10,1,5,DRI,2.5
446,20240423,14d,4F10,1,1,DRI,1.5
447,20240423,14d,4F10,1,2,DRI,3.5
448,20240423,14d,4F10,1,3,DRI,3.5
449,20240423,14d,4F10,1,4,DRI,3
450,20240423,14d,4F10,1,5,DRI,3.5
451,20240423,14d,4F10,2,1,DRI,3
452,20240423,14d,4F10,2,2,DRI,1.5
453,20240423,14d,4F10,2,3,DRI,3.5
454,20240423,14d,4F10,2,4,DRI,2
455,20240423,14d,4F10,2,5,DRI,2
456,20240423,14d,4F10,2,1,DRI,1
457,20240423,14d,4F10,2,2,DRI,3
458,20240423,14d,4F10,2,3,DRI,2
459,20240423,14d,4F10,2,4,DRI,2.5
460,20240423,14d,4F10,2,5,DRI,2
461,20240423,14d,5A12,1,1,DRI,2
462,20240423,14d,5A12,1,2,DRI,4
463,20240423,14d,5A12,1,3,DRI,3.5
464,20240423,14d,5A12,1,4,DRI,3.5
465,20240423,14d,5A12,1,5,DRI,3
466,20240423,14d,5A12,1,1,DRI,5
467,20240423,14d,5A12,1,2,DRI,4
468,20240423,14d,5A12,1,3,DRI,3.5
469,20240423,14d,5A12,1,4,DRI,4
470,20240423,14d,5A12,1,5,DRI,3
471,20240423,14d,5A12,2,1,DRI,1
472,20240423,14d,5A12,2,2,DRI,2
473,20240423,14d,5A12,2,3,DRI,3.5
